"Timestamp","Age","Gender","What kind of Locality do you live in?","Education level - Either Studying or Completed","Family Income per year(in Rupees)","How likely are you to use home remedies for the following health issue/ symptom :  [Sore throat / Cough]","How likely are you to use home remedies for the following health issue/ symptom :  [Running Nose]","How likely are you to use home remedies for the following health issue/ symptom :  [Diarrhoea]","How likely are you to use home remedies for the following health issue/ symptom :  [Back/Joint pain]","How likely are you to use home remedies for the following health issue/ symptom :  [Constipation]","How likely are you to use home remedies for the following health issue/ symptom :  [Headache]","How likely are you to use home remedies for the following health issue/ symptom :  [Wounds / minor cuts and bruises]","How likely are you to use home remedies for the following health issue/ symptom :  [Sleeping problems / nervousness]","Have you ever used any of the following home remedies?","Do you prefer using Home remedies?"
"2020/10/19 11:28:13 PM GMT+5:30","21","Female","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Always","Most of the time","Most of the time","Once in a while","Always","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/19 11:28:15 PM GMT+5:30","18","Male","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Never","Most of the time","Never","Most of the time","Once in a while","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/19 11:28:37 PM GMT+5:30","19","Male","Urban","High School","1 lakh to 25 lakh","Most of the time","Most of the time","Never","Once in a while","Once in a while","Once in a while","Once in a while","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/19 11:29:43 PM GMT+5:30","57","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/19 11:30:32 PM GMT+5:30","39","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/19 11:30:49 PM GMT+5:30","42","Female","Urban","Post Graduate","Prefer not to say","Always","Always","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/19 11:31:02 PM GMT+5:30","57","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/19 11:31:51 PM GMT+5:30","45","Male","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/19 11:31:59 PM GMT+5:30","46","Male","Urban","Post Graduate","Above 25 lakh","Most of the time","Most of the time","Once in a while","Once in a while","Most of the time","Once in a while","Once in a while","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/19 11:33:13 PM GMT+5:30","22","Female","Urban","Graduate","Prefer not to say","Always","Always","Always","Once in a while","Always","Always","Always","Always","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/19 11:33:56 PM GMT+5:30","48","Male","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Never used any home remedies;Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/19 11:34:53 PM GMT+5:30","43","Male","Urban","Post Graduate","Prefer not to say","Once in a while","Never","Never","Never","Once in a while","Never","Once in a while","Never","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/19 11:37:13 PM GMT+5:30","37","Male","Rural","Graduate","Above 25 lakh","Most of the time","Once in a while","Once in a while","Once in a while","Once in a while","Once in a while","Once in a while","Once in a while","Kadha / Herbal Teas;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/19 11:37:30 PM GMT+5:30","18","Female","Urban","Graduate","1 lakh to 25 lakh","Once in a while","Most of the time","Once in a while","Most of the time","Once in a while","Most of the time","Most of the time","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/19 11:38:36 PM GMT+5:30","19","Female","Urban","High School","Prefer not to say","Once in a while","Never","Never","Never","Never","Never","Once in a while","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/19 11:39:07 PM GMT+5:30","34","Male","Urban","Graduate","Prefer not to say","Once in a while","Once in a while","Once in a while","Never","Never","Once in a while","Once in a while","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/19 11:39:24 PM GMT+5:30","Yes","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Always","Once in a while","Always","Most of the time","Most of the time","Always","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/19 11:39:29 PM GMT+5:30","19","Female","Urban","Graduate","1 lakh to 25 lakh","Once in a while","Never","Never","Once in a while","Once in a while","Once in a while","Never","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Using Hot water steam;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/19 11:39:42 PM GMT+5:30","45","Female","Urban","Graduate","1 lakh to 25 lakh","Once in a while","Once in a while","Never","Once in a while","Most of the time","Once in a while","Once in a while","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/19 11:39:44 PM GMT+5:30","19","Male","Urban","Graduate","Above 25 lakh","Once in a while","Once in a while","Never","Once in a while","Never","Once in a while","Most of the time","Always","Kadha / Herbal Teas;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/19 11:40:57 PM GMT+5:30","48","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Once in a while","Never","Once in a while","Once in a while","Once in a while","Most of the time","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/19 11:42:55 PM GMT+5:30","45","Female","Urban","Post Graduate","Above 25 lakh","Always","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/19 11:42:56 PM GMT+5:30","51","Male","Urban","Graduate","1 lakh to 25 lakh","Once in a while","Once in a while","Most of the time","Most of the time","Once in a while","Once in a while","Most of the time","Most of the time","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam","Yes"
"2020/10/19 11:44:21 PM GMT+5:30","38","Female","Urban","Post Graduate","Above 25 lakh","Most of the time","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Most of the time","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/19 11:44:37 PM GMT+5:30","21","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Once in a while","Never","Most of the time","Most of the time","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/19 11:44:42 PM GMT+5:30","21","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Once in a while","Never","Most of the time","Most of the time","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/19 11:46:56 PM GMT+5:30","32","Female","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Once in a while","Never","Most of the time","Once in a while","Always","Always","Never","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/19 11:48:45 PM GMT+5:30","Yes","Male","Urban","Post Graduate","Prefer not to say","Most of the time","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Once in a while","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/19 11:48:50 PM GMT+5:30","40","Male","Urban","Graduate","Above 25 lakh","Once in a while","Most of the time","Once in a while","Most of the time","Most of the time","Once in a while","Most of the time","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Fennel seeds for Constipation","Yes"
"2020/10/19 11:49:18 PM GMT+5:30","20","Female","Urban","Post Graduate","Above 25 lakh","Most of the time","Most of the time","Never","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/19 11:49:50 PM GMT+5:30","39","Male","Urban","Graduate","Prefer not to say","Most of the time","Once in a while","Once in a while","Once in a while","Most of the time","Once in a while","Most of the time","Once in a while","Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/19 11:49:59 PM GMT+5:30","20","Female","Urban","Graduate","Prefer not to say","Always","Always","Never","Most of the time","Always","Never","Once in a while","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/19 11:51:24 PM GMT+5:30","20","Male","Urban","High School","Prefer not to say","Never","Never","Never","Never","Never","Never","Once in a while","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/19 11:51:40 PM GMT+5:30","19 ","Female","Urban","Graduate","Prefer not to say","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/19 11:51:45 PM GMT+5:30","19 ","Female","Urban","Graduate","Prefer not to say","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/19 11:52:55 PM GMT+5:30","46","Male","Urban","Post Graduate","Prefer not to say","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Once in a while","Most of the time","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/19 11:55:22 PM GMT+5:30","50","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Never","Most of the time","Once in a while","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/19 11:56:31 PM GMT+5:30","40","Female","Urban","Graduate","Prefer not to say","Most of the time","Most of the time","Once in a while","Never","Once in a while","Once in a while","Most of the time","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/19 11:56:51 PM GMT+5:30","30","Female","Urban","Post Graduate","1 lakh to 25 lakh","Always","Always","Once in a while","Once in a while","Once in a while","Always","Always","Always","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/19 11:57:24 PM GMT+5:30","19","Male","Urban","Graduate","Above 25 lakh","Most of the time","Most of the time","Once in a while","Never","Never","Never","Never","Never","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","No"
"2020/10/19 11:59:34 PM GMT+5:30","44","Female","Urban","Basic schooling","Prefer not to say","Most of the time","Most of the time","Most of the time","Never","Most of the time","Once in a while","Once in a while","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
